label	tweet_text
MGH	RT @montazer14m: 🔴 جهانگیری یه جوری از فساد گفت  که انگار فریدون داداش من بوده
MGH	RT @1__ks: بازين  المزح الشامي فيه دلع !! قول بلون ؟ طير من هون مو مثلنا قل فنجال : أمك ترقص مع الرجال  وش ذا الشعب كل حياته فواحش☺️
MGH	@Emtedadnews داداش این چهارمین هشتگیه که داری اشتباه می‌زنی :)
MGH	@abtahi_m جهانگیری میگه اونایی که از دیوار سفارت بالا رفتن الان تو کدوم ستادن؟ داداش اونایی که به امام رضا(ع) توهین کردن تو کدوم ستادن ؟!
MGH	RT @rakdh9: أحدٍ يشابه لا رحل غادي الغيم لا زلّ يترك ضامي الزرع .. راوي https://t.co/Mt4RVLC7Pa
MGH	طرح علي طالب هذا السؤال بلهجة واثقة : الرجل السوي ما يقدرش يتحمل أن مراتو تمارس الجنس مع رجل آخر.. علاش عندنا... https://t.co/uWeTAyZZJT
MGH	دیدین موقع دعوا،دستی رو میکشی زورت زیاد میشه تو موتورسواری،گذاشتن موتور رو جک وسط تو دل خیابون همچین حسی رو بهت القا میکنه
MGH	من يقول العمى بالعين ماهو بصادق كم عينٍ تشوف الدرب والقلب غادي
MGH	بقولِ داداش مايكل :ريمِمبِر دِ تـــايم وي فـِل اين لـاو اصاً
MGH	@Hajibadoom @abdollahram الان بش زنگ میزنم میگم حتما امشب اعلام کنه.امشب نشد فردا حتما دیگه اعلام میکنه
MGH	RT @salehmaha81: احلى صباح الخير  في نور طلتك باهي صباحك والحلا في محياك  وضلوع صدري بعالي القلب خلتك ونبض الغلا  بـالقلب  لبى  وحياك
MGH	@SFallahpour من حرفش رو میگم داداش
MGH	#تا_١٤٠٠_با_روحاني #خالیباف  یه جوری از حرفای #جهانگیری  سوخته بود که باس بش گف داداچ.《ابو بریز همونجا ک میسوزه》😅😅
MGH	RT @abdalhkem434: يا صباح الخير حي هاك الصباح              مثل بدر هل فـي عز الربيع  عطرك الشامي أذا صادف رياح       لامشيتي تقصر اخطاك وتض…
MGH	RT @1iivb: مرات من شدّة إن الكلام ماعاد يفي بالغرض تحس ودك تطلع قلبك وتحطه بالمحادثة وتقول هاك الشعُور وهاك النبض أنا ياما حاولت أشرح لك وع…
MGH	@emamemad1 @khansamouniem أنت بالزات تسكت  ياخي أنت بتقعد تفتش تويتات قديمة  تعال هنا أنت قاصد شنو هنا 😂😂😂😂😂😂 داير… https://t.co/Z4zTqk9qvB
MGH	@SharghDaily جهانگیری میگه اونایی که از دیوار سفارت بالا رفتن الان تو کدوم ستادن؟ داداش اونایی که به امام رضا(ع) توهین کردن تو کدوم ستادن
MGH	@kazeruni @jalali133 نه باید بگی داداش اونایی که از دیوار سفارت امریکا بالا رفتن کدوم ستادن لااقل دوتاش تو دولت روحانی
MGH	@DonaMassiva اول فنان سفير بلادو فنيا هي ممثلة تمثلها فنيا ثاني شيء حسني الفاظك واخلاقك فطريقة كلامك لانو عيب وحدة تمثل صفحة تهدر هاك
MGH	@lISaddaw حاولت تشبك ينيفر و تريس ؟
MGH	@InJoorNegar نه داداش كوچيكه كنكوريه بعد مدت ها ديدم معلم عربى رو ؛)
MGH	@zoognick @IranNewspaper داداش رضاخان تو ۱۶ سال کشور آفریقایی رو مدرن کرد! مقایسه این گوزو با اون اشتباه در اشتباه در اشتباه
MGH	@poriaaaaaaa @meftah داداش گلم منابع هست ولی بدون اینا
MGH	منافس رسمي كوكاكولا في لمغرب هو اتاي
MGH	@Ghazi_0105 يجا بود من ميرفتم با موتور حالا ياد گرفتن همه اونجان عنا 😑😑
MGH	@Wsue5ggQ2T7ylay @housingoman بش مهندس كل التوفيق في مشوارك القادم كما عودتنا ان تسهل للناس حتى يسهل الله عليك
MGH	لو كان حظي مدركٍ كل الادراك ما كان في بعض المسائل غلطان نمشي مع ناس يقولون خذ هاك ونااتي مع ناس ٍ يقولون عطنا
MGH	@_IceAndFire ايييه ههههههههههه  عاد تريس احلى ❤️
MGH	@safasafa2339 صفصف توحشتك حبيبتي 😘💗
MGH	#هذا #ما #عصفته #سمائنا #اليوم (#البرد #تبروري) #بحجم #كبير الله إلطف بينا
MGH	RT @A_Z_1433: ⭐️ (عمارة في #جدة للبيع) ⭐️  - في حي الأجواد. - مساحة ٤٠٠ م. - بصك الكتروني. - العمر 22 - المطلوب: مليون و 550 ألف… 
MGH	متقبلّه للوضع.. مؤمنه بالقدر..  لكن قلبي إذا أشتاق لفقيدي أش أسوي به...؟💔
MGH	@NounouSkikda9 @nasmr12 شوف الفيديو جوابا على سؤالك علاش جزايرين يطردوا السورين! هاذا سوري يحكي على الواقع و سورين… https://t.co/npgv37fyW1
MGH	@lISaddaw وش صار يوم شبكت تريس
MGH	اللى رايح الغردقة و اللى رايح بورتو مطروح و اللى رايح مارينا و أنا أطلع م السكشن للشغل و بعدين يوم الجمعة أتشل قدام الزمالك 😅 شنوا هذا البؤس
MGH	#NAME?
MGH	ياااه ..الزمن ده راح خلاص 😳 https://t.co/RzMfLh6rQQ
MGH	@miral_tasnim @WaffaaIkhlas صح هوما عندهم اساليب محترمة ومشروعة لصناعة الرأي العام والتأثير في خيارات الناخبين وصناعة وعي معين في المجتمع
MGH	توپچی روحانیه جدی نگیرش مث فیلم سینماییه کارگردان همه رو چیده جوگیر نشو داداش #مناظره https://t.co/HrDUblu4AQ
MGH	@elyasnaderan داداش چی میزنی؟ جنسش اصله خدایی
MGH	#جهانگیری میگه اونایی که از دیوار #سفارت بالا رفتن الان تو کدوم ستادن؟  داداش اونایی که به #امام_رضا(ع) توهین کردن تو کدوم ستادن؟ #قالیباف
MGH	RT @nssh___g___313: يبن جعفر دليلي هاك نعشه  وكتنه صعب بل حسرات نعشه  انته العل جسر مطروح نعشه ونته جبد الزهره الزجيه https://t.co/IweIeACy…
MGH	RT @Smo0o22: يسعد مساء الي فقدني من الناس  لا غبت يفقدني ولا جيت /هلآ   يا سيدي قدرك. ع.العين والراس   هاك القصيد وفي قصيدي تسلا   🌺 مساء ا…
MGH	@omsalem1995 لو من تفكير بش بش اثنين جان احنا بخير وين اللي يفهمون
MGH	@habil @MesleAbazar داداش یکی از بهترین امکانات دانشگاهی رو دانشگاه علوم تحقیقات داره!جدیدا تله کابین هم زدن😎
MGH	RT @abdulaziz77799: ارض في مخطط البلدية الحرابي مساحتها ٦٠٠م على شارع شمال٣٠+غربي ١٥ طبيعة الارض مستويه بصك السعر ٣٠٠٠٠٠ الف ج:٠٥٠٧٥٠٩٢٩٠
MGH	@daeehitler ای داداش عجب توقعاتی داری!!! هرشیش نفرشون میگن بیگناه هستن ولی وقتی ازشون میپرسی سال۶۷ کجا بودی جواب ند… https://t.co/VNUjbtY8Tu
MGH	@iiiim3__ هاك ٥٠ الجديده بعد 🙇🏻 https://t.co/MACP0zLMJi
MGH	#حياتك77 يآلله يالتآق مليآن تحليلات وتفسير امور مال امها سنع خلاص ياامي انتِ وهيّا لايطق بش عرف محد درابش ولاشيء،تراهم اخوان والوضع طبيعي🙂!
MGH	@lISaddaw ينيفر احلى بس قلت اجيب تريس حق اضحك فيها
MGH	#حياتك77 يآلله يالتآق مليآن تحليلات وتفسير امور مال امها سنع خلاص ياامي انتِ وهي لايطق بش عرق محد درابش ولاشيء،تراهم اخوان والوضع طبيعي🙂!
MGH	RT @Abm_a3: هاك عيوني شوف فيها نفسك و انت تفهمني💙
MGH	RT @efishelam: قالیباف می گه سه میلیون خونه خالی تو کشور داریم. به چه دلیل؟ داداش اونا خونه نیستن. مکانن.
MGH	باهي مافيش حد بيخلق حديث ؟
MGH	4 أيام عالبحر بعيد على كل شي، الواحد كان محتاجها يغير جو ويصفي ذهنه، النفسية تريحت وكأنك مش عايش في البلاد واللي صاير فيها، غدوة نرجع طرابلس
MGH	@meem_iiix وأنا يا حظني بش والله 🙊
MGH	@eshghi15 لگد به بختت نزن دختر هرکی سوار موتور ما شده راضی‌ بوده‌ها
MGH	RT @bander51111: #امطار . عسى دهم السحاب اللي بروقه من شمال تنوض يغسل الديرة اللي من زمن ما مُرها .. ( الماطر ) . . https://t.co/AraNTZkjLG
MGH	ياصاحبي هانت عليك المحبه.  لا حسايف عقب هاك المواثيق.  جمر الغضا في وسط قلبي تشبه . نار حطبها يابسات المعاليق.
MGH	RT @an_rd4: هاك عذب القصيد وهـات همسة غلا خلني أشعر بقربك ثم اذوب فيك . ضمني واعتبرها عنك دفعة بلا والله أني لاضمك واذكر الله عليك
MGH	بغيت نكتب على شنو وقع فتطوان ولكن مافهمتش شنو واقع .. ولكن الفكرة العامة هي حشومة و فين هوما جمعيات حقوق الانسان... https://t.co/mbj9yPfaX9
MGH	@sallo3a باهي كويس في حاجة .... في الي هنا ال3 لا 😥😱
MGH	ياصاحبي هانت عليك المحبه.  ولا حسايف عقب هاك المواثيق.  جمر الغضا في وسط قلبي تشبه . نار حطبها يابسات المعاليق.
MGH	أدري أنك شّخص طاغِي بالحضُور أنتّ باهي بس ما تشّد أنتباهِي.
MGH	RT @AbdullahB966: ⛔️ولا احتكار الاراضي هوايه عندكم تدري شنوا ٣٠٠ دك يعني ١٠٠٠ سهم يعني ٣٠٠ الف دينار كويتي بدل ما انت معذب نفسك بالاحتكار و…
MGH	اشتاق لك وانساق سـوق المجانين   ما تـدري ان الشوق قلبي يحده   ان قلت لي بنروح ما قلت لك وين   هاك الخفـوق ووين ما رحـت وده
MGH	كاتيوشا بيشتر بش مياد يه فاحشه ارزون قيمت روس باشه تا يه راكت انداز
MGH	واسه مجلس فقط يه نفر از كانديداها واقن به مطالبات #زنان پرداخت. اونم من بش راى دادم، برنده شد باطلش كردن. #زمزم‌نژاد
MGH	ابوي لمن يكون معصب : https://t.co/DU2ZEchxzu
MGH	@thifi11  يامرحباباالسلام اللي لفاني عصير وأنا باارد التحية..يم هاك الثميني الله يعزك يديمك..يا صقر يا كبير ياسابق(… https://t.co/oSBJXRCwqJ
MGH	@ayoubmassafi هههههههههههههه لمهم قبل خمس دقايق كنتي لابس جلابة
MGH	رعيت قدرت صغير قبل كبير فيها  سويڨر شطبت بش يفضل سوم قد ما شاريها — feeling calm
MGH	@A7mdan92 كل مره 💩💔 المشكله قوم خالاتي كلهم هاك الصووب ف لازم امر صوبه يوم اسير لهم
MGH	كل حي على المنية غادي تتوالى الركاب والموتُ حادي ذهب الأولونَ قرناً فقرناً لم يدم حاضرٌ، ولم يبق بادي
MGH	@thifi11 يامرحبا..باالسلام اللي لفاني عصير وأنا باارد التحية... يم هاك  الثميني الله يعزك يديمك.. يا صقر يا كبير يا… https://t.co/SoSTtLHMNj
MGH	RT @reemfh37: "مرات من شدّة إن الكلام ماعاد يفي بالغرض تحس ودك تطلع قلبك وتحطه بالمحادثة وتقول هاك الشعُور وهاك النبض أنا ياما حاولت أشرح ل…
MGH	@EEltahtawy @h_e_sa6 @midoibrahim902 والكلب لولو هاو هاو 😂😂😂😂
MGH	يا طير سلم واملاء فؤاده بالهنا ياطير لو مريت في دم مسفوح وقف و بلغ صاحبه بالشهاده ومن جرحني قله اليوم مسموح إلا الوطن ما بش لجرحه عياده
MGH	ترف انك حققت احدي أمنياتي الأن ... هنياً لك https://t.co/NQxVKKG1jG
MGH	@ameeR5oo5 @muhamedzahra @AHMEDELGENEDY6 مقولتش كده متحورش يا امير انا قلت الكوره بلنتى بس بصراحه شوفتها تانى مش بل… https://t.co/KJodrdMMLW
MGH	بدا كالبدر تُوِّج بالثريّا غزالٌ في الحمى باهي المحيَّا  رماني باللحاظ فصرت ميتاً وحيّا بالسلام فعدت حيّا... https://t.co/IY8M0xVMRY
MGH	RT @Board44On: مبقاش اي حاجه ليها طعم ولا بقينا نحس باي حاجه حوالينا سواء حلوه او حتي وحشه تحس ان الاحساس تبلد زي ما نكون بقينا موتور حديد…
MGH	مش عارف ليش ديما نعاند واخرتها نقول باهي https://t.co/1dViQnm3bl
MGH	صرت نار بدليلي ومنك ابره شتظن ينساك گلبي ومنك ابره هاك الخيط مني ومنك ابره نخيط كلوبنه ونلتم سويه #قلوب_بيضاء_للدعم… https://t.co/b7IvaX5l1g
MGH	@mhinio94 داداش تا توییت کردم یاد تو افتادم💙💙🌞💙💙
MGH	الرجولة أو تفرشيخ غا مع لفراعه ديالك ..l.. https://t.co/ih1vfSnEpr
