label	tweet_text
GLF	@i_super19 @R_XO79 لا عاد كذا اوفر اني اهرج مع نفسي واضحك 😂
GLF	لو شلت هم مايشيله جبل  طي  حذراك لاتبدي على الناس سرك من قال لك وش فيك قـل له ولاشي ومـن  قال كيف الحال  قله يسرك 🌺 مساكم الله بالخير🌺
GLF	@Sndya_12 @n_i_ne1 ههههههههههههههههههههههههههههههه اجل انا قوه ماينه عجزت اخليك رسميه واتوقع انك مستغربه شتبي ذي ماينه
GLF	مو معقولة اللي صاير طيب السمك اللي ينزل السوق  شنو وضعه ؟ صالح للاكل؟ مافي جهة بينت للناس https://t.co/FFMtjrme1L
GLF	@3zoo_007 @iam3bdo @yazeed0104 سارقو ولا شنو 😂😂
GLF	@_humaidA الغالي لو عندك رابط طرشلي
GLF	@doaa27368071 @asiaholc اندر؟ شنو اندر ههههههههههههههههه
GLF	عملية خشم + نفخ شفايف + مكياج = مودل كويتيه
GLF	@llsui_ @U2VLL ايه من يومين فيه واحد مدري منهو يدخل حساب يزيد ويفك الديم حتى يعني احياناً ادخل القى رساله مفتوحه وانا مافتحتها
GLF	راب الدجاج ...... يالبى 😗 #احتفالات_هرفي٢
GLF	RT @asas12344561: #قروب_الخياري_للدعم فديت منهو بروحھ دوم يفديني لا قلت يا قليبي قال لبيھ ياعيونھ  غلاھ فـ القلب يجري وفـشراييني مجنونه وال…
GLF	RT @lll_w1: الناس صارت تعتبر النفاق موضه ، والتكبر كشخه ، وقلة الادب شخصيه ، بديت احس انهم يتنافسون مين يدخل جهنم اول.
GLF	@renad__p1 @iisx01  يالبى والله قبله 🙄💕
GLF	@salwanfouad تنبيه حق شنو ؟  الموسم انتهى
GLF	@s0s1_ وانت لهدرجه الفضاوه تخليك تدور عالمولات ولا شنو :)
GLF	بسم الله كان الأول ثلاث حلقات والحين العاشر .... شنو هذا https://t.co/ho8LRIhpuy
GLF	RT @ss5050ss: وشلـون اشوفـك وانت لعيوني الشوف عمرك سـمعت بـوااحد شـاف شوفه  وشلون اضمك وانت بالصدر ملفـوف عـمرك سمـعـت بـواحد ضم جـوفه
GLF	احذففهم كلهم عادي واخلي الانستغرام 🙈❤ https://t.co/jHtVXyheoz
GLF	ماشاءالله شنو هالويكند الأسود.
GLF	الحين شنو كلهم نفس الشي؟
GLF	RT @Nashmi11Vip: يانجد ياقل  شيخانك من الماضي واليوم كثروا شيوخك يالله الخيره ' يوم الجهل واحتدام اللازم الحاضي منهو يعن الخيول ويحتمي الدي…
GLF	RT @__wew: ⠀   ⠀- 😔❌ ⠀  ⠀ ⠀ ⠀ ⠀⠀ ⠀  واليوم في غيبتك مانيب عاجز لا اجيك     ⠀⠀⠀ ⠀   لكني اخـاف لاامن جيــت .. مالي قدر  ⠀  ⠀ https://t.co/T4…
GLF	@mjyd11 @xp_lte اهو صديقك لك الاحترام بس انا اشوف الابيات تخب عليه دامه مع الخيل ياشقره
GLF	ابشرگ بخير لله الحمد ..  شنو اخر اخبار بونافينتورا واصابته https://t.co/WLeWU7ZZIT
GLF	RT @ss676655hhh632: وش فيك ضايق ؟ طلع اللي بصدرك ! قم مدّ لي همّـك .. وأنا أمدّ لك فرح :)  #مبدعين_فيصل_للدعم
GLF	@ArkanSumer @kanari313 هاي شنو .وين اكو حيوان يريد يشتهر يكون يسب ويشهر بالائمة والشيعة .وجماعتنا صم بكم
GLF	@batqallaf شنو يعني معشمه
GLF	@mmee117 من جد الله يعين الواحد ع الحيره مايدري يطاوع قلبه ولا عقله
GLF	انو تحجي على معمم على سياسي هاي شي وحديث اخر بس شنو تدخلون الدين بيها شنو هالسخافه تشرفكم وتشرف الخلفوكم كلمة ❤يا علي❤ #وحيد_يسيء_للامام_علي
GLF	إرجع دخيل الله ترا خاطري شين  ارجع تراني اليوم مانيب طيّب ):
GLF	مير م ادخل التاق خير شر من القرف الي فيه يكفوني الي بالتايم موسعين صدري وعاقلين. https://t.co/P8G600vvyq
GLF	RT @mo5l_: مانيب على وصل المقفين ملزوم  لا حبهم واجب ولا وصلهم فرض . https://t.co/IVAcoRGj1z
GLF	@Jassem_sh ليش ماتردون علي السلام شفيكم شنو سامعين عني https://t.co/LLl70KBfEu
GLF	@AboRashddd9 تستهبل انت تطقطق على واحد خمس مواسم ما اخذ الدوري وانت كان لك 34 سنه !!!!!
GLF	@iimgx وش فيك حاقد على المتدينين تراهم يتجاوزون اكثر منا
GLF	انا وشلون ماسلّم ليا مريّت ؟  وعليك يلف قلبي من قبل راسي
GLF	@xMx_20 @cccyyycc @Taswe6 @7_mutlaq سوري شنو هاي الطلاسم استغفرالله مافهمت شي
GLF	لمّا يهتم فيك شخص رغم زحمة الناس اللي حوله، تحس إنّه شاريك من جد مو نزوة مشاعر وتختفي.."
GLF	قالولي غيرك حبها قولت الجواب مفهوم دام انها  متهنية وشلون اصير محروم 🎶💔؟.
GLF	@_IRanze يالبى انت ياروحيي
GLF	RT @m_t880: تدري شنو اللي ما يجبر الخاطر اني اشوفك تسولف مع غيري وتدري شنو اللي يحز بالخاطر اني اصدق كذبك وادري انك تكذب
GLF	@alekhbariyatv @sami_almousa دحين يجوك النفسيات يقولولك فساد
GLF	@cr7_alemdar من جد ياخي كل سيرفراتهم تجنن
GLF	RT @Bed00ur: اذا انت فاهمني غلط مو ذنبي بالنهايه أنا لما اتصرف أي تصرف مو مجبور قبلها اوضح شنو قصدي
GLF	@ah_saud1 @_m3and @DAhmadq84 يا ولد برجي تهقى ليش تأخر اقرار قيادة المرأة للسيارة حتى الآن
GLF	غن وشلون مغليك ياخالد على العود و هيض شعــور اللــي مــواعد وليفه  الــدرب زحمة و اللقـئ وقت محــدود والقلب ينبــض و اﻻشـــارة ضعيفة
GLF	في ياهل فبيت يدتي متعلم يحب يدي اذا قلت له لا ، يخليني حتى لو كنت تعبانة اقوم واسويله اللي يبيه مثل مايقولون "حكم القوي على الضعيف" 😂😊
GLF	#النماص لبيه يانبضي الدافي.. لبيه ياشوقي الصافي بهجة حياتي وامانيها 🎵❤ https://t.co/evdOAdTy1e  .
GLF	نفس الشئ امس طول ما انا بالاستراحه جالسه ابحث عن حاجه علقنا عندو انا وصحباتي ما عرفنالو حتا وانا نايمه تحلمت فيلو والله
GLF	#نبي_احمد_حتاته_الغامدي_زدرصيدك7  #الجمعه_جولي  ثرثرة الأصدقاء ماينمل منها مع إن نصها خرطي والنص الثاني ذنوب
GLF	المونتاج لازم نشوفه ببروفايلك بلس 👏🏻😂 #حياتك77 https://t.co/Y5nDaoPpL0
GLF	جاني بعد الجَفا يسأل عن أخّباري
GLF	الله ياخذ حظي خربت السياره :) ليش ماقدر اركب سيكل واروح  ؟
GLF	شوضع اللي متزوجه وكاشخه اخر كشخه وزوجها تقول راعي غنم معلييش ترا مرايتك لو انك كلك الماس < وجع اهتمي فيه والا لا تخرجيه معاك 😤
GLF	اللي يحبك جد يحب يشوفك "ناجح ، و سعيد و مختلف" من لا يملك هالصفات في قلبه ، نصيحة ابتعد عنه ..😞🙏🏼
GLF	احد افراد القوات الخاصه ومن يطلقون الرصاص المطاطي على الشعب شنو هذا
GLF	ياربي وش ذا اليوم النحس جبت أم الطااااعه يارب تسامحني ع سواتي 😭....تخيلو وانا بأمان ربي ماشي بالتحليه ووراي راعي سيكل لفيت عليه وطاح بسبتي😢
GLF	RT @2___ty: - منهو قدي جعل حظي مآ يطيح ،  ديني آلآسلآم وآللآبهہ ، عتيبيه💗ءء
GLF	@xoxqtri 😂😂😂😱😱 امبيه شنو هذا
GLF	البرازيليين شنو يشربوهم امهاتهم لما ينولدوا ؟ مو معقولة المتعة الكروية عندهم بالفطرة
GLF	RT @fvckiia: اذا جاني سناب من شخص أحبه لازم انتظر ساعه بعدين افتحه عشان مايحسبني ميته عليه لأني ميته عليه من جد
GLF	شكلي لما اشوف يهال بالإشاره
GLF	@moh_e_rex  ريتويت مع اني م فاهم شي الحاصل شنو يا علوص؟
GLF	RT @Gay_135kg: يالبى ذا الدوب .. خيطينً تدخيل 😍❤️ عنف التدخيل لذة الكيني ميني 🐼😘 https://t.co/Dset7SvT65
GLF	RT @abdullah_boti: وشلون ودك في حياتك تهنى .. ؟  وآذان ربك تسمعه ماتصلي
GLF	@fawazxii @onlyinsaudi وآخر شي خذ الي من جد بيصير سلنتح بيخربوا الوضع
GLF	اختصار العنصرية..   الحضارم اشرف منك https://t.co/psGGCevldD
GLF	RT @Sw____202: 🦋 ياللي خذيت الغلا وأعميت عين العقل وشلون بحاسبك بالحبر والمسطره  القلب في غيبتك دارس فنون الثقل لكن ليا جيتني يخرج عن السيط…
GLF	@SaudiNews50 يعني على اساس محنا مسافرين، والله معصي ادفع على ايڤنت ١٥٠ ريال
GLF	@inawal_19 حبيت اشكركم لانكّم من جد فرجتو همّ الضعيفه.   @CareemKSA
GLF	RT @OmaniAsil: وحق اللي خلقهم ثم سَواهم أبد مو ساكن بقلبي سِواهم  ولابي هموم من أول سوا.. هم عجب وشلون يرضولي الأذية
GLF	حيل ودي ادرس بس شنو السبب اللي يخليني ما ادرس مادررييي ☺️
GLF	RT @m__27__er: ياللي تردد كل ما جيت لبيه  لبى عروقك لبى قلبك وكلك لبيه يا مالك غلا نبض مغليه لبيه مني تاصلك في محلك  . . . #الروح💕 https://…
GLF	@ec511f4e872d4c0 كل عام وانتي بخير ..هلال شنو بس !!راه يقعد الصيام بداء ههههههههههه
GLF	يفداك صوتي إذا للصوت متشفق وشلون ما أغليك أنت أغلى مواليفي  لو كان حظي بوصلك ماهو مـوفق الله كتب لي أحبك ماهو بكيفي 🌹  #الحرف الجميل
GLF	دوبي قمت من ثالث نومة لليوم
GLF	@IbrahimAlBalm @ixiDexH @ixc88 @wwm66771 @_Turki_1997 @s13_msn @_LAA7 @lll9ll7 لأنه ياخوي مطفر وش فيك
GLF	خل الثقل عنك عسى الله يخليك خايف يجي منهو يسد بمحلك https://t.co/4rCjeK7bnI
GLF	@ik0k_ مين قاعد يكلمك دحين 🖕🏽
GLF	RT @ali999alshehri: دام النصيّب اللي حرمني ملاقاك فـلا إعتراض لحكم ربي تبـارك  لكن أنـا باللّٰـه وشلون أبنساك والقلب شوّقـه لأظلم الليل زار…
GLF	@malkh80 شنو اللي تعطينها من قلب 🙈😁
GLF	الله يلعنه ...خوش ريال وقفته في الغزو ماينساها احد  والله جد ودي ادعيله بس مايصير 😂😂😂 https://t.co/AwvxgbliFc
GLF	@lama081A هههههههههه من جد 😂
GLF	@20Swethhh @ivnus0 محد انتقدك وش فيك انت 😂 قاعد اقوللك انتي الي انتقدي الاثنين بما انك فاتحة الموضوع
GLF	@AhmedS04fan ندري مرات ننغث ونعصب لكن ماتوصل ضغوطات حياه ومدري شنو في هموم اكبر من هالسخافه اللي نتابعها 😂
GLF	@elcapitan_5 كائن غريب ومنصبه ومدري شنو ياخوي شعليك . كل هذا علشان قال وجهة نظر طبيت فيه !!!
GLF	#ناشيين_النصر_ابطال_الدوري لبيه يانبضي الدافي.. لبيه ياشوقي الصافي بهجة حياتي وامانيها 🎵❤ https://t.co/Q9JNOhhd37  .
GLF	@DRBARCAWY هذا تحليلي لاحتياجات برشلونة للموسم القادم رأيك يهمني يا دختور 🌹  https://t.co/gtgIH9CIcw
GLF	@Gim7I يعترف  ان التصويت  خرطي رغم ذلك فرحان
GLF	#هييه_الترفيه يلا يقول لك اكل العنب حبه حبه دحين التزمو بيوتكم بعدها غادرو المملكة 👍🏽
GLF	الناس قاعدة بتنجز شباتر ونا قاعدة انجز حلقات المسلسل👯😂
GLF	@imathier لا هو حليل يسلك له يقول جاي تشوف الرياض ولا تشوف الرالي حقي قال لا جاي اواسيك بعد خسارتك #بم
GLF	@ash201103 واخزياه وش هالسوالف
GLF	حب من طرف واحد لابد يذبل   وشلون ورد يعيش من دون ساقيه ؟
GLF	الكرره لانه خلاص اذا كرهة شخص مستحيل ارحمه حتى لو كان على فراش الموت يعني بالمختصر ماشفق عليه ✋🏻 https://t.co/YAgY8HfTEA
GLF	😟عفيه ابي مساعده حق صيفي عندي ماده اختياريه ٢ كريديت🙄 شنو احسن لي @212Nona @aum4you @AUMERS_
GLF	RT @dr_bishaa: 👦شباب .. الاخبار شنو ؟! 👬مستوره و الحمدلله
GLF	@amoolasarraj يالبى قلبك😍، وربي إني أحبببببببك ⚘❤😚
GLF	@zk_kuw من جد الاعب انتهى
GLF	@Dossariabir @malkh80..هاااي...تهونة شنو عورك..
GLF	RT @c__c20: ليا زارني طيفك وانا في طرف مركاي  سريت ازهم اسمك واتعوّذ من الصده.
GLF	@AjelNews24 @ajlanbros فيه شماغ اسمه فيسنتي.  انصح فيه أحسن شماغ جربته.
GLF	ماابيج تردين لو شنو يصير انتي! ماضي😋✋🏼 https://t.co/HXVufIT5Km
GLF	RT @axc_25: @NoNorah1133 @3sam_Q8 من جد ☺️هذي ااحياه
GLF	RT @Mimmi_121: خذ لك مع العفو والتقدير حبة خشم واترك نوايا الاوادم داخل اصدورها
GLF	اذا صح انشالله ما تأذى من الجنان كالعادة 😐 بس عن جد كتيررر متحمسة للحلقة من هلق بدّي شوف ردة الفعل 💪😂 https://t.co/Ao1KHLeU3X
GLF	@9Khaled5 وسيم بس باين غثيث شايف نفسه ، خلي ولي
GLF	RT @reema_q81: الثقه  بـ النفس عمله نادره والتواضع  مايقلل لگ مقام . من يمد الطيب  طيبه بادره واحترم منهو لفالگ بأحترام
GLF	RT @bb______m: ⁧#قياده_المراه_الشهر_القادم⁩ اطلع لي شاص ولا اركد شوي؟.
GLF	@_RCii @arabqoute شنو سويتي لها ؟
GLF	قالوا علامك كل محل طاريه تنسى البشر حولك وتذكر خياله قلت أنشدوا القلب ليا غاب غاليه قلبن تعب من الشوق ياويل حاله https://t.co/jK3ZsouAls
GLF	@alqassimi5 قرارات هادي ليس لتقويم والتحليل يابعم هادي رئيس الجمهورية يقرر مايريد وانت انطم ساكت
GLF	RT @waseettaobao: الرابط: https://t.co/3sz41eyCbd قدمي #المأكولات #البحرية في #اطباق مستوحاه من #البحر #مواعين #ادوات #مطبخ #طبق #صدف https…
GLF	#افتتاح_السينما_قريبا  ياالخطيب وشلون تبي اروح لسينما واوبرا ونا شايل هم ايجار السكن الي بدفعه في السينما اوفره لراعي البيت  وفر سكن لنا 😊😊😊
GLF	#ناشيين_النصر  لبيه يانبضي الدافي.. لبيه ياشوقي الصافي بهجة حياتي وامانيها 🎵❤ https://t.co/kZwsU1SqOm  .
GLF	@noory__94__ شنو هذي ما أعرفها
GLF	@fafe_baby2 مسكتي في النية و درتي الحولة ع هبال هههههه مهبوله خطيرة
GLF	@b3ed_all8a هههههههههههههههههههه من جد الله يشفيهم بس 😂
GLF	@LAlbeera تي اها عارفك مالا شنو عن جد مانعرفكش
GLF	@bader_Al_3amer تجار يشرح: البضاعة إذا مافيها ضمان جودة والوكيل مو عارف كيف يحافظ على البضاعة فأضمن شيء شف وشلون يتم الغش فيها ..مو قصدي شي
GLF	الإهانة هي  أن تتوج بالدوري في ملعب الغريم التقليدي في النادي نفسه  جهزوا الملعب يا #كوشة  ..!! https://t.co/8UoTdDOyjS
GLF	والوقت نفسه مـا تغيـر ولا زال  يوم وسنه والشهر هو نفس شهره   بس البلاء بنفوسنا صابها هبال  نركض بهالدنيا على غير دبره
GLF	بس صج صج عرف شنو الحلو عليها، هي اكتفاها جميلة فطريقة شعرها الاولى كانت مغطيتهم لما رفعه لها بينوا وزادت جمال☹️💕
GLF	@Fresh_090 @noa52x هيه دا الكلام بيني وبينك . لا توري احد . دحين الدعوات اللي ف الهشتاق . ربنا بيستجيبها من الهشتاق والا . لازم تلفظ !؟
GLF	@n2yeL منهو الي يسار
GLF	اغرقي ريح الهوى عطر وشذى  واهزمي كل القصايد والحكي  اوقفي بشويش لاهنتي كِذا  واخطفي عيني برمشك واضحكي.
GLF	@ibrahim_j90 شنو سبب ظهور اصليهان
GLF	@Sultan_ed_999 @_1404_F ههه ياغبي بن مساعد اللي تسبه ما طلعلك صوت الا في عهده..بعدين مافيه نادي الاحشركم وتقول خشم… https://t.co/9Isro7V7GO
GLF	اُسلوب حياة فاخر #شماغ_اليشمك .. ميز نفسك اطلبه الان 0558777476 #شماغ #يوم_الجمعة  #ذكرى_جولي #ف_خاطري_اقول https://t.co/DGyXRLcJbE
